"","species","decimalLatitude","decimalLongitude"
"13674","Eurycea bislineata",44.27739,-72.377121
"13675","Eurycea bislineata",44.446621,-73.203873
"13676","Eurycea lucifuga",38.625539,-90.675754
"13677","Eurycea nana",29.839973,-97.976024
"13678","Eurycea nana",29.839973,-97.976024
"13679","Eurycea bislineata",41.70846,-80.984079
"13680","Eurycea bislineata",41.70846,-80.984079
"13681","Eurycea wilderae",36.09239,-82.538652
"13682","Eurycea longicauda",41.317218,-81.419225
"13683","Eurycea longicauda",41.317218,-81.419225
"13684","Eurycea paludicola",32.413762,-93.98632
"13685","Eurycea cirrigera",37.282163,-80.468223
"13686","Eurycea lucifuga",37.54254,-89.438313
"13687","Eurycea lucifuga",37.542677,-89.438264
"13688","Eurycea lucifuga",37.542514,-89.438299
"13689","Eurycea lucifuga",37.542374,-89.438274
"13690","Eurycea longicauda",37.54271,-89.438262
"13691","Eurycea lucifuga",37.542576,-89.438283
"13692","Eurycea bislineata",43.724072,-73.226532
"13693","Eurycea bislineata",43.349918,-73.25621
"13694","Eurycea bislineata",43.711029,-73.176163
"13695","Eurycea bislineata",43.421478,-72.717522
"13696","Eurycea bislineata",43.421478,-72.717522
"13697","Eurycea bislineata",42.88826,-71.706369
"13698","Eurycea bislineata",41.303702,-81.795105
"13699","Eurycea cirrigera",39.136272,-84.410701
"13700","Eurycea bislineata",41.062724,-81.365986
"13701","Eurycea bislineata",40.240098,-79.211459
"13702","Eurycea bislineata",41.303702,-81.795105
"13703","Eurycea bislineata",39.239375,-76.72325
"13704","Eurycea longicauda",41.317218,-81.419225
"13705","Eurycea cirrigera",39.059981,-84.474003
"13706","Eurycea bislineata",38.597064,-79.199759
"13707","Eurycea bislineata",38.597064,-79.199759
"13708","Eurycea bislineata",38.597064,-79.199759
"13709","Eurycea bislineata",39.999968,-75.663094
"13710","Eurycea cirrigera",33.710367,-82.020887
"13711","Eurycea paludicola",30.670927,-90.959246
"13712","Eurycea bislineata",40.680704,-74.38548
"13713","Eurycea cirrigera",30.781127,-86.576369
"13714","Eurycea nana",29.839973,-97.976024
"13715","Eurycea nana",29.839973,-97.976024
"13716","Eurycea wilderae",35.422503,-82.290336
"13717","Eurycea guttolineata",30.812047,-85.227037
"13718","Eurycea bislineata",42.321951,-71.117928
"13719","Eurycea arenicola",35.065931,-79.550202
"13720","Eurycea arenicola",35.06609,-79.549767
"13721","Eurycea guttolineata",32.921617,-87.433389
"13722","Eurycea cirrigera",35.965875,-84.230646
"13723","Eurycea nana",29.839973,-97.976024
"13724","Eurycea bislineata",39.83129,-80.995685
"13725","Eurycea guttolineata",30.9461,-85.2611
"13726","Eurycea paludicola",31.3322,-94.190461
"13727","Eurycea guttolineata",30.9461,-85.2611
"13728","Eurycea quadridigitata",28.830327,-81.120987
"13729","Eurycea longicauda",36.316455,-91.222631
"13730","Eurycea longicauda",36.316455,-91.222631
"13731","Eurycea longicauda",36.295252,-93.90447
"13732","Eurycea lucifuga",36.295252,-93.90447
"13733","Eurycea lucifuga",36.295252,-93.90447
"13734","Eurycea longicauda",36.295252,-93.90447
"13735","Eurycea lucifuga",36.295252,-93.90447
"13736","Eurycea lucifuga",36.295252,-93.90447
"13737","Eurycea braggi",36.295252,-93.90447
"13738","Eurycea hillisi",32.030135,-85.455964
"13739","Eurycea nana",29.839973,-97.976024
"13740","Eurycea cirrigera",36.518539,-83.847284
"13741","Eurycea bislineata",40.045827,-79.915765
"13742","Eurycea cirrigera",36.559722,-84.79
"13743","Eurycea cirrigera",36.559722,-84.79
"13744","Eurycea quadridigitata",31.482617,-93.093317
"13745","Eurycea quadridigitata",31.482617,-93.093317
"13746","Eurycea guttolineata",30.807833,-90.383267
"13747","Eurycea guttolineata",30.807833,-90.383267
"13748","Eurycea longicauda",39.642612,-84.17463
"13749","Eurycea tynerensis",35.781823,-94.2433
"13750","Eurycea paludicola",30.582157,-94.380018
"13751","Eurycea bislineata",39.537116,-76.636202
"13752","Eurycea bislineata",39.317048,-76.800183
"13753","Eurycea longicauda",36.066965,-94.134717
"13754","Eurycea tynerensis",36.0673,-94.135003
"13755","Eurycea guttolineata",30.556531,-85.433429
"13756","Eurycea nana",29.839973,-97.976024
"13757","Eurycea cirrigera",38.892302,-84.762535
"13758","Eurycea multiplicata",34.463905,-93.997285
"13759","Eurycea guttolineata",30.478122,-90.988147
"13760","Eurycea guttolineata",30.478149,-90.988484
"13761","Eurycea bislineata",40.1999833,-80.5396777
"13762","Eurycea bislineata",42.090576,-80.017337
"13763","Eurycea bislineata",38.982564,-79.372832
"13764","Eurycea bislineata",42.12082,-71.16441
"13765","Eurycea quadridigitata",29.562083,-82.188797
"13766","Eurycea paludicola",31.981533,-95.888695
"13767","Eurycea paludicola",31.9815,-95.88874
"13768","Eurycea longicauda",39.802787,-83.881285
"13769","Eurycea cirrigera",39.799655,-83.882444
"13770","Eurycea tynerensis",35.822671,-93.46168
"13771","Eurycea lucifuga",37.904879,-84.368175
"13772","Eurycea multiplicata",35.553983,-91.8344
"13773","Eurycea multiplicata",35.553983,-91.8344
"13774","Eurycea longicauda",40.534582,-76.926751
"13775","Eurycea bislineata",40.609454,-82.318218
"13776","Eurycea longicauda",40.549422,-80.601337
"13777","Eurycea bislineata",41.217465,-81.71388
"13778","Eurycea longicauda",40.717788,-80.607881
"13779","Eurycea bislineata",41.136983,-81.56858
"13780","Eurycea bislineata",41.129432,-81.554051
"13781","Eurycea multiplicata",34.507067,-93.400568
"13782","Eurycea longicauda",41.455786,-81.322989
"13783","Eurycea lucifuga",36.510789,-94.485246
"13784","Eurycea bislineata",45.439501,-75.761475
"13785","Eurycea bislineata",40.693091,-74.37015
"13786","Eurycea longicauda",40.590206,-79.503177
"13787","Eurycea bislineata",41.224219,-81.56158
"13788","Eurycea bislineata",44.250687,-70.980663
"13789","Eurycea longicauda",35.782626,-94.24393
"13790","Eurycea bislineata",38.919707,-77.119083
"13791","Eurycea longicauda",35.782328,-94.243906
"13792","Eurycea longicauda",39.857949,-76.346053
"13793","Eurycea bislineata",41.201997,-73.296219
"13794","Eurycea bislineata",43.944579,-73.071681
"13795","Eurycea cirrigera",37.901967,-84.364399
"13796","Eurycea bislineata",39.30761,-76.778904
"13797","Eurycea wilderae",36.638616,-81.486665
"13798","Eurycea bislineata",41.135373,-81.573144
"13799","Eurycea longicauda",40.555894,-80.614233
"13800","Eurycea guttolineata",34.49819,-83.483058
"13801","Eurycea cirrigera",34.515268,-83.473941
"13802","Eurycea guttolineata",35.987031,-81.556637
"13803","Eurycea longicauda",35.181274,-84.43883
"13804","Eurycea bislineata",39.798511,-75.656973
"13805","Eurycea longicauda",41.317218,-81.419225
"13806","Eurycea longicauda",41.313136,-81.418435
"13807","Eurycea cirrigera",40.180861,-83.962691
"13808","Eurycea cirrigera",40.137474,-83.909573
"13809","Eurycea bislineata",39.993489,-77.928796
"13810","Eurycea bislineata",44.285028,-72.573667
"13811","Eurycea bislineata",43.132049,-70.941311
"13812","Eurycea bislineata",42.759491,-76.085217
"13813","Eurycea bislineata",40.603231,-82.282118
"13814","Eurycea bislineata",45.557579,-78.416058
"13815","Eurycea bislineata",41.214195,-81.715448
"13816","Eurycea bislineata",43.914619,-72.457748
"13817","Eurycea bislineata",43.838558,-72.801323
"13818","Eurycea bislineata",43.838558,-72.801323
"13819","Eurycea bislineata",43.40601,-72.557777
"13820","Eurycea bislineata",43.684212,-72.563301
"13821","Eurycea bislineata",44.93882,-71.886513
"13822","Eurycea bislineata",45.004639,-72.163948
"13823","Eurycea bislineata",44.784512,-72.029114
"13824","Eurycea bislineata",43.48801,-72.966087
"13825","Eurycea bislineata",43.603168,-72.961647
"13826","Eurycea longicauda",38.799015,-77.472756
"13827","Eurycea longicauda",41.317218,-81.419225
"13828","Eurycea longicauda",41.317218,-81.419225
"13829","Eurycea longicauda",41.317218,-81.419225
"13830","Eurycea longicauda",41.317218,-81.419225
"13831","Eurycea longicauda",41.317218,-81.419225
"13832","Eurycea longicauda",41.317218,-81.419225
"13833","Eurycea longicauda",41.317218,-81.419225
"13834","Eurycea longicauda",41.317218,-81.419225
"13835","Eurycea longicauda",41.317218,-81.419225
"13836","Eurycea longicauda",41.317218,-81.419225
"13837","Eurycea longicauda",37.571962,-89.439182
"13838","Eurycea longicauda",37.540935,-89.437809
"13839","Eurycea longicauda",41.328798,-81.408141
"13840","Eurycea bislineata",40.534289,-80.157549
"13841","Eurycea longicauda",37.868112,-91.947382
"13842","Eurycea longicauda",37.868112,-91.947382
"13843","Eurycea guttolineata",33.381334,-84.617394
"13844","Eurycea bislineata",45.491732,-75.861014
"13845","Eurycea bislineata",45.508599,-75.341638
"13846","Eurycea lucifuga",36.655406,-92.143331
"13847","Eurycea nerea",36.655406,-92.143331
"13848","Eurycea nerea",36.655406,-92.143331
"13849","Eurycea bislineata",41.317101,-81.615732
"13850","Eurycea bislineata",43.81205,-72.327782
"13851","Eurycea bislineata",44.626228,-73.128708
"13852","Eurycea bislineata",44.519691,-73.172523
"13853","Eurycea bislineata",44.519119,-73.17334
"13854","Eurycea bislineata",44.80669,-73.084343
"13855","Eurycea cirrigera",34.457513,-84.284051
"13856","Eurycea longicauda",36.446187,-94.222988
"13857","Eurycea cirrigera",39.641303,-84.178252
"13858","Eurycea lucifuga",37.376189,-88.930436
"13859","Eurycea cirrigera",33.377712,-84.615024
"13860","Eurycea guttolineata",31.349102,-89.305465
"13861","Eurycea waterlooensis",30.263454,-97.767732
"13862","Eurycea cirrigera",32.84386,-84.833282
"13863","Eurycea paludicola",30.506294,-95.088676
"13864","Eurycea nana",29.839973,-97.976024
"13865","Eurycea nana",29.839973,-97.976024
"13866","Eurycea nana",29.839973,-97.976024
"13867","Eurycea nana",29.839973,-97.976024
"13868","Eurycea bislineata",39.864303,-76.340369
"13869","Eurycea guttolineata",30.565596,-84.946792
"13870",NA,37.821175,-89.901123
"13871","Eurycea nana",29.839973,-97.976024
"13872","Eurycea nana",29.839973,-97.976024
"13873","Eurycea nana",29.839973,-97.976024
"13874","Eurycea nana",29.839973,-97.976024
"13875","Eurycea wilderae",34.678323,-83.355294
"13876","Eurycea nana",29.839973,-97.976024
"13877","Eurycea subfluvicola",34.43559,-92.93279
"13878","Eurycea subfluvicola",34.43559,-92.93279
"13879","Eurycea subfluvicola",34.43559,-92.93279
"13880","Eurycea subfluvicola",34.43559,-92.93279
"13881","Eurycea cirrigera",39.422766,-81.362542
"13882","Eurycea lucifuga",35.781389,-94.24796
"13883","Eurycea longicauda",37.540966,-88.974626
"13884","Eurycea cirrigera",34.010866,-79.545675
"13885","Eurycea bislineata",40.748369,-74.730566
"13886","Eurycea nana",29.839973,-97.976024
"13887","Eurycea lucifuga",36.609513,-87.461562
"13888","Eurycea bislineata",45.23275,-78.412103
"13889","Eurycea bislineata",42.402192,-75.971938
"13890","Eurycea lucifuga",37.813894,-83.627939
"13891","Eurycea cirrigera",39.137426,-86.118314
"13892","Eurycea bislineata",45.59166,-77.904792
"13893","Eurycea bislineata",38.896785,-78.140087
"13894","Eurycea bislineata",38.927883,-77.048777
"13895","Eurycea nana",29.839973,-97.976024
"13896","Eurycea bislineata",44.653543,-72.690255
"13897","Eurycea wilderae",35.359057,-83.931812
"13898","Eurycea lucifuga",36.86729,-82.447349
"13899","Eurycea lucifuga",34.719534,-84.855148
"13900","Eurycea longicauda",41.317218,-81.419225
"13901","Eurycea arenicola",34.9998,-79.5172
"13902","Eurycea bislineata",42.29733,-71.12206
"13903","Eurycea bislineata",42.29733,-71.12206
"13904","Eurycea bislineata",42.29733,-71.12206
"13905","Eurycea bislineata",42.29733,-71.12206
"13906","Eurycea bislineata",42.29733,-71.12206
"13907","Eurycea longicauda",41.44,-78.04
"13908","Eurycea cirrigera",36.359138,-84.567059
"13909","Eurycea bislineata",38.976471,-79.390706
"13910","Eurycea lucifuga",37.284193,-93.340337
"13911","Eurycea bislineata",40.582475,-74.130196
"13912","Eurycea bislineata",42.515652,-74.14191
"13913","Eurycea bislineata",42.515652,-74.14191
"13914","Eurycea tynerensis",36.185504,-93.811026
"13915","Eurycea tynerensis",36.18586,-93.809482
"13916","Eurycea bislineata",39.628254,-79.86792
"13917","Eurycea nana",29.839973,-97.976024
"13918","Eurycea lucifuga",35.211685,-85.953555
"13919","Eurycea longicauda",35.201095,-85.961752
"13920","Eurycea bislineata",40.590224,-79.504157
"13921","Eurycea longicauda",40.590992,-79.50371
"13922","Eurycea bislineata",41.242241,-81.509914
"13923","Eurycea wilderae",36.222257,-81.891446
"13924","Eurycea longicauda",39.071883,-80.24382
"13925","Eurycea wilderae",35.63102,-83.08562
"13926","Eurycea longicauda",39.631615,-79.121379
"13927","Eurycea bislineata",43.629375,-72.939299
"13928","Eurycea lucifuga",34.665405,-85.363383
"13929","Eurycea cirrigera",39.102588,-84.460828
"13930","Eurycea cirrigera",39.388185,-82.750598
"13931","Eurycea bislineata",41.251419,-81.619792
"13932","Eurycea bislineata",44.334401,-72.387564
"13933","Eurycea bislineata",41.268931,-81.639325
"13934","Eurycea bislineata",41.274753,-81.568204
"13935","Eurycea bislineata",45.5756,-78.53543
"13936","Eurycea longicauda",40.951531,-79.853296
"13937","Eurycea bislineata",44.688999,-72.134071
"13938","Eurycea bislineata",44.647308,-72.126099
"13939","Eurycea bislineata",43.81205,-72.327782
"13940","Eurycea bislineata",43.81205,-72.327782
"13941","Eurycea bislineata",44.287151,-73.17939
"13942","Eurycea bislineata",44.21405,-72.500061
"13943","Eurycea bislineata",43.80603,-72.342239
"13944","Eurycea bislineata",44.586521,-72.78714
"13945","Eurycea bislineata",44.586521,-72.78714
"13946","Eurycea bislineata",44.833988,-72.874138
"13947","Eurycea bislineata",44.83503,-72.868698
"13948","Eurycea bislineata",44.928719,-72.494453
"13949","Eurycea bislineata",44.928719,-72.494453
"13950","Eurycea bislineata",44.559719,-72.256943
"13951","Eurycea lucifuga",37.54475,-89.437899
"13952","Eurycea longicauda",39.889467,-75.506599
"13953","Eurycea bislineata",48.24572,-71.253514
"13954","Eurycea longicauda",41.317218,-81.419225
"13955","Eurycea longicauda",41.317218,-81.419225
"13956","Eurycea longicauda",41.317218,-81.419225
"13957","Eurycea lucifuga",34.978248,-85.809865
"13958","Eurycea bislineata",42.430763,-76.480564
"13959","Eurycea bislineata",43.13195,-70.941246
"13960","Eurycea cirrigera",39.41622,-84.493811
"13961","Eurycea bislineata",44.626654,-71.413728
"13962","Eurycea bislineata",43.594021,-72.97654
"13963","Eurycea bislineata",43.419708,-72.489883
"13964","Eurycea bislineata",44.94083,-72.512222
"13965","Eurycea bislineata",44.647449,-73.204857
"13966","Eurycea bislineata",44.902328,-72.939987
"13967","Eurycea bislineata",44.984871,-72.918839
"13968","Eurycea bislineata",43.772072,-73.33934
"13969","Eurycea bislineata",42.750221,-72.947594
"13970","Eurycea nana",29.839973,-97.976024
"13971","Eurycea wilderae",35.656208,-83.516436
"13972","Eurycea cirrigera",35.456685,-80.774574
"13973","Eurycea paludicola",30.137288,-95.756445
"13974","Eurycea bislineata",41.317218,-81.419225
"13975","Eurycea bislineata",41.317218,-81.419225
"13976","Eurycea bislineata",41.317218,-81.419225
"13977","Eurycea bislineata",41.317218,-81.419225
"13978","Eurycea cirrigera",35.4617,-79.9926
"13979","Eurycea cirrigera",35.615556,-88.870833
"13980","Eurycea guttolineata",35.615556,-88.870833
"13981","Eurycea paludicola",31.341689,-93.738999
"13982","Eurycea nana",29.839973,-97.976024
"13983","Eurycea nana",29.839973,-97.976024
"13984","Eurycea arenicola",35.1857,-79.6512
"13985","Eurycea tynerensis",36.036088,-94.80884
"13986","Eurycea nana",29.839973,-97.976024
"13987","Eurycea nana",29.839973,-97.976024
"13988","Eurycea nana",29.839973,-97.976024
"13989","Eurycea nana",29.839973,-97.976024
"13990","Eurycea nana",29.839973,-97.976024
"13991","Eurycea cirrigera",39.295712,-86.612574
"13992","Eurycea bislineata",41.130585,-81.544052
"13993","Eurycea bislineata",40.641369,-82.378253
"13994","Eurycea nana",29.839973,-97.976024
"13995","Eurycea nana",29.839973,-97.976024
"13996","Eurycea nana",29.839973,-97.976024
"13997","Eurycea nana",29.839973,-97.976024
"13998","Eurycea nana",29.839973,-97.976024
"13999","Eurycea nana",29.839973,-97.976024
"14000","Eurycea bislineata",38.793584,-77.183747
"14001","Eurycea cirrigera",35.914657,-79.044954
"14002","Eurycea cirrigera",37.19745,-89.055347
"14003","Eurycea cirrigera",34.218124,-81.090279
"14004","Eurycea guttolineata",33.33996,-83.15679
"14005","Eurycea nana",29.839973,-97.976024
"14006","Eurycea bislineata",39.315249,-76.875251
"14007","Eurycea nana",29.839973,-97.976024
"14008","Eurycea nana",29.839973,-97.976024
"14009","Eurycea cirrigera",35.371747,-80.921774
"14010","Eurycea nana",29.839973,-97.976024
"14011","Eurycea nana",29.839973,-97.976024
"14012","Eurycea cirrigera",35.872665,-79.094221
"14013","Eurycea guttolineata",33.197118,-80.328799
"14014","Eurycea bislineata",43.071293,-75.246962
"14015","Eurycea longicauda",35.781633,-94.245151
"14016","Eurycea nana",29.839973,-97.976024
"14017","Eurycea nana",29.839973,-97.976024
"14018","Eurycea nana",29.839973,-97.976024
"14019","Eurycea nana",29.839973,-97.976024
"14020","Eurycea nana",29.839973,-97.976024
"14021","Eurycea nana",29.839973,-97.976024
"14022","Eurycea nana",29.839973,-97.976024
"14023","Eurycea nana",29.839973,-97.976024
"14024","Eurycea nana",29.839973,-97.976024
"14025","Eurycea nana",29.839973,-97.976024
"14026","Eurycea nana",29.839973,-97.976024
"14027","Eurycea nana",29.839973,-97.976024
"14028","Eurycea nana",29.839973,-97.976024
"14029","Eurycea cirrigera",35.468797,-80.789466
"14030","Eurycea bislineata",40.956973,-74.258669
"14031","Eurycea longicauda",41.317218,-81.419225
"14032","Eurycea longicauda",41.317218,-81.419225
"14033","Eurycea longicauda",41.317218,-81.419225
"14034","Eurycea nana",29.839973,-97.976024
"14035","Eurycea nana",29.839973,-97.976024
"14036","Eurycea wilderae",35.80279,-82.95557
"14037","Eurycea bislineata",40.762547,-77.754834
"14038","Eurycea longicauda",37.135689,-82.279986
"14039","Eurycea bislineata",43.082952,-75.196687
"14040","Eurycea bislineata",43.07116,-75.246726
"14041","Eurycea bislineata",44.403561,-72.188377
"14042","Eurycea nana",29.839973,-97.976024
"14043","Eurycea nana",29.839973,-97.976024
"14044","Eurycea nana",29.839973,-97.976024
"14045","Eurycea nana",29.839973,-97.976024
"14046","Eurycea bislineata",39.839523,-76.343399
"14047","Eurycea cirrigera",33.924898,-84.420782
"14048","Eurycea bislineata",45.189524,-71.191224
"14049","Eurycea wilderae",35.755335,-83.223584
"14050","Eurycea bislineata",42.211911,-75.836212
"14051","Eurycea bislineata",42.585491,-75.134891
"14052","Eurycea longicauda",40.650114,-79.451261
"14053","Eurycea nana",29.839973,-97.976024
"14054","Eurycea nana",29.839973,-97.976024
"14055","Eurycea nana",29.839973,-97.976024
"14056","Eurycea nana",29.839973,-97.976024
"14057","Eurycea nana",29.839973,-97.976024
"14058","Eurycea nana",29.839973,-97.976024
"14059","Eurycea nana",29.839973,-97.976024
"14060","Eurycea nana",29.839973,-97.976024
"14061","Eurycea nana",29.839973,-97.976024
"14062","Eurycea bislineata",44.923199,-78.071229
"14063","Eurycea wilderae",35.07291,-83.529181
"14064","Eurycea bislineata",44.519878,-72.767174
"14065","Eurycea bislineata",44.519878,-72.767174
"14066","Eurycea bislineata",44.519878,-72.767174
"14067","Eurycea nana",29.839973,-97.976024
"14068","Eurycea nana",29.839973,-97.976024
"14069","Eurycea nana",29.839973,-97.976024
"14070","Eurycea longicauda",41.317218,-81.419225
"14071","Eurycea cirrigera",34.14764,-84.13047
"14072","Eurycea longicauda",39.418,-81.448749
"14073","Eurycea longicauda",36.922177,-82.449
"14074","Eurycea bislineata",43.81205,-72.327782
"14075","Eurycea bislineata",43.81205,-72.327782
"14076","Eurycea bislineata",43.810989,-72.328232
"14077","Eurycea bislineata",43.810989,-72.328232
"14078","Eurycea bislineata",43.86478,-72.316879
"14079","Eurycea bislineata",44.647308,-72.126099
"14080","Eurycea bislineata",44.647308,-72.126099
"14081","Eurycea bislineata",44.688999,-72.134071
"14082","Eurycea bislineata",44.688999,-72.134071
"14083","Eurycea bislineata",44.697071,-72.109123
"14084","Eurycea bislineata",44.697071,-72.109123
"14085","Eurycea bislineata",43.578972,-72.562897
"14086","Eurycea bislineata",43.394749,-72.806602
"14087","Eurycea bislineata",42.88406,-72.563728
"14088","Eurycea bislineata",42.758801,-72.662231
"14089","Eurycea bislineata",42.758801,-72.662231
"14090","Eurycea bislineata",42.778831,-73.08696
"14091","Eurycea bislineata",42.77874,-73.087708
"14092","Eurycea bislineata",43.120869,-72.899483
"14093","Eurycea bislineata",43.120869,-72.899483
"14094","Eurycea bislineata",43.120361,-72.90184
"14095","Eurycea bislineata",41.208364,-81.596661
"14096","Eurycea nana",29.839973,-97.976024
"14097","Eurycea bislineata",43.813499,-72.22661
"14098","Eurycea longicauda",41.317218,-81.419225
"14099","Eurycea longicauda",41.317218,-81.419225
"14100","Eurycea longicauda",41.317218,-81.419225
"14101","Eurycea longicauda",41.317218,-81.419225
"14102","Eurycea longicauda",37.553034,-89.441343
"14103","Eurycea wilderae",35.474057,-83.848643
"14104","Eurycea wilderae",35.519321,-83.855982
"14105","Eurycea bislineata",43.87133,-72.895218
"14106","Eurycea bislineata",43.87133,-72.895218
"14107","Eurycea bislineata",43.79324,-72.211311
"14108","Eurycea bislineata",44.039501,-72.121353
"14109","Eurycea bislineata",42.958439,-72.76255
"14110","Eurycea tynerensis",36.420554,-94.055434
"14111","Eurycea nana",29.839973,-97.976024
"14112","Eurycea nana",29.839973,-97.976024
"14113","Eurycea nana",29.839973,-97.976024
"14114","Eurycea longicauda",41.317218,-81.419225
"14115","Eurycea wilderae",34.834166,-85.482817
"14116","Eurycea cirrigera",36.530833,-85.848889
"14117","Eurycea cirrigera",35.466387,-87.271173
"14118","Eurycea nana",29.839973,-97.976024
"14119","Eurycea nana",29.839973,-97.976024
"14120","Eurycea paludicola",30.668687,-94.689317
"14121","Eurycea nana",29.839973,-97.976024
"14122","Eurycea nana",29.839973,-97.976024
"14123","Eurycea nana",29.839973,-97.976024
"14124","Eurycea nana",29.839973,-97.976024
"14125","Eurycea nana",29.839973,-97.976024
"14126","Eurycea nana",29.839973,-97.976024
"14127","Eurycea nana",29.839973,-97.976024
"14128","Eurycea nana",29.839973,-97.976024
"14129","Eurycea nana",29.839973,-97.976024
"14130","Eurycea nana",29.839973,-97.976024
"14131","Eurycea nana",29.839973,-97.976024
"14132","Eurycea nana",29.839973,-97.976024
"14133","Eurycea nana",29.839973,-97.976024
"14134","Eurycea nana",29.839973,-97.976024
"14135","Eurycea nana",29.839973,-97.976024
"14136","Eurycea nana",29.839973,-97.976024
"14137","Eurycea nana",29.839973,-97.976024
"14138","Eurycea nana",29.839973,-97.976024
"14139","Eurycea nana",29.839973,-97.976024
"14140","Eurycea nana",29.839973,-97.976024
"14141","Eurycea nana",29.839973,-97.976024
"14142","Eurycea nana",29.839973,-97.976024
"14143","Eurycea cirrigera",36.518611,-85.844167
"14144","Eurycea nana",29.839973,-97.976024
"14145","Eurycea nana",29.839973,-97.976024
"14146","Eurycea nana",29.839973,-97.976024
"14147","Eurycea nana",29.839973,-97.976024
"14148","Eurycea nana",29.839973,-97.976024
"14149","Eurycea nana",29.839973,-97.976024
"14150","Eurycea nana",29.839973,-97.976024
"14151","Eurycea nana",29.839973,-97.976024
"14152","Eurycea nana",29.839973,-97.976024
"14153","Eurycea nana",29.839973,-97.976024
"14154","Eurycea nana",29.839973,-97.976024
"14155","Eurycea cirrigera",39.805998,-83.884199
"14156","Eurycea quadridigitata",30.20758,-82.402829
"14157","Eurycea lucifuga",37.540783,-89.437808
"14158","Eurycea nana",29.839973,-97.976024
"14159","Eurycea nana",29.839973,-97.976024
"14160","Eurycea nana",29.839973,-97.976024
"14161","Eurycea nana",29.839973,-97.976024
"14162","Eurycea nana",29.839973,-97.976024
"14163","Eurycea nana",29.839973,-97.976024
"14164","Eurycea nana",29.839973,-97.976024
"14165","Eurycea nana",29.839973,-97.976024
"14166","Eurycea nana",29.839973,-97.976024
"14167","Eurycea nana",29.839973,-97.976024
"14168","Eurycea nana",29.839973,-97.976024
"14169","Eurycea nana",29.839973,-97.976024
"14170","Eurycea nana",29.839973,-97.976024
"14171","Eurycea nana",29.839973,-97.976024
"14172","Eurycea nana",29.839973,-97.976024
"14173","Eurycea nana",29.839973,-97.976024
"14174","Eurycea nana",29.839973,-97.976024
"14175","Eurycea nana",29.839973,-97.976024
"14176","Eurycea bislineata",44.606733,-73.102766
"14177","Eurycea bislineata",41.720506,-72.013602
"14178","Eurycea nana",29.839973,-97.976024
"14179","Eurycea nana",29.839973,-97.976024
"14180","Eurycea bislineata",39.703401,-79.006399
"14181","Eurycea nana",29.839973,-97.976024
"14182","Eurycea nana",29.839973,-97.976024
"14183","Eurycea nana",29.839973,-97.976024
"14184","Eurycea nana",29.839973,-97.976024
"14185","Eurycea nana",29.839973,-97.976024
"14186","Eurycea nana",29.839973,-97.976024
"14187","Eurycea nana",29.839973,-97.976024
"14188","Eurycea nana",29.839973,-97.976024
"14189","Eurycea bislineata",39.632392,-77.448511
"14190","Eurycea wilderae",34.995615,-84.641887
"14191","Eurycea nana",29.839973,-97.976024
"14192","Eurycea nana",29.839973,-97.976024
"14193","Eurycea longicauda",40.019443,-78.573349
"14194","Eurycea bislineata",41.181665,-73.682524
"14195","Eurycea nana",29.839973,-97.976024
"14196","Eurycea bislineata",39.075757,-76.927913
"14197","Eurycea bislineata",39.075757,-76.927913
"14198","Eurycea nana",29.839973,-97.976024
"14199","Eurycea nana",29.839973,-97.976024
"14200","Eurycea nana",29.839973,-97.976024
"14201","Eurycea nana",29.839973,-97.976024
"14202","Eurycea nana",29.839973,-97.976024
"14203","Eurycea nana",29.839973,-97.976024
"14204","Eurycea nana",29.839973,-97.976024
"14205","Eurycea nana",29.839973,-97.976024
"14206","Eurycea bislineata",41.824734,-79.274894
"14207","Eurycea cirrigera",39.895141,-87.197896
"14208","Eurycea wilderae",35.560475,-83.420734
"14209","Eurycea nana",29.839973,-97.976024
"14210","Eurycea nana",29.839973,-97.976024
"14211","Eurycea nana",29.839973,-97.976024
"14212","Eurycea nana",29.839973,-97.976024
"14213","Eurycea nana",29.839973,-97.976024
"14214","Eurycea nana",29.839973,-97.976024
"14215","Eurycea nana",29.839973,-97.976024
"14216","Eurycea nana",29.839973,-97.976024
"14217","Eurycea nana",29.839973,-97.976024
"14218","Eurycea nana",29.839973,-97.976024
"14219","Eurycea nana",29.839973,-97.976024
"14220","Eurycea nana",29.839973,-97.976024
"14221","Eurycea nana",29.839973,-97.976024
"14222","Eurycea nana",29.839973,-97.976024
"14223","Eurycea nana",29.839973,-97.976024
"14224","Eurycea nana",29.839973,-97.976024
"14225","Eurycea nana",29.839973,-97.976024
"14226","Eurycea nana",29.839973,-97.976024
"14227","Eurycea nana",29.839973,-97.976024
"14228","Eurycea nana",29.839973,-97.976024
"14229","Eurycea nana",29.839973,-97.976024
"14230","Eurycea nana",29.839973,-97.976024
"14231","Eurycea nana",29.839973,-97.976024
"14232","Eurycea nana",29.839973,-97.976024
"14233","Eurycea nana",29.839973,-97.976024
"14234","Eurycea nana",29.839973,-97.976024
"14235","Eurycea nana",29.839973,-97.976024
"14236","Eurycea nana",29.839973,-97.976024
"14237","Eurycea nana",29.839973,-97.976024
"14238","Eurycea nana",29.839973,-97.976024
"14239","Eurycea nana",29.839973,-97.976024
"14240","Eurycea lucifuga",38.82578,-84.46184
"14241","Eurycea nana",29.839973,-97.976024
"14242","Eurycea longicauda",41.850598,-78.676464
