"","species","decimalLatitude","decimalLongitude"
"1849","Eurycea cirrigera",37.792897,-80.309113
"1850","Eurycea cirrigera",37.792888,-80.30912
"1851","Eurycea cirrigera",37.792858,-80.309113
"1852","Eurycea wilderae",35.040272,-83.551208
"1853","Eurycea cirrigera",37.792587,-80.308372
"1854","Eurycea bislineata",45.415814,-74.134044
"1855","Eurycea bislineata",41.305605,-72.762108
"1856","Eurycea bislineata",40.502742,-80.40393
"1857","Eurycea bislineata",41.233567,-75.809067
"1858","Eurycea wilderae",34.8391,-83.335983
"1859","Eurycea guttolineata",33.705825,-84.876762
"1860","Eurycea cirrigera",37.792738,-80.308913
"1861","Eurycea cirrigera",37.792797,-80.310167
"1862","Eurycea cirrigera",37.792847,-80.310105
"1863","Eurycea cirrigera",37.792892,-80.310172
"1864","Eurycea cirrigera",37.792983,-80.310075
"1865","Eurycea cirrigera",37.792908,-80.309883
"1866","Eurycea cirrigera",37.792878,-80.31002
"1867","Eurycea cirrigera",37.792862,-80.3098
"1868","Eurycea cirrigera",37.792917,-80.309692
"1869","Eurycea cirrigera",37.792758,-80.309425
"1870","Eurycea cirrigera",37.792503,-80.309172
"1871","Eurycea cirrigera",37.792808,-80.309303
"1872","Eurycea cirrigera",37.792828,-80.309258
"1873","Eurycea wilderae",34.978392,-83.939874
"1874","Eurycea bislineata",42.233003,-71.264403
"1875","Eurycea bislineata",41.305622,-72.7621
"1876","Eurycea cirrigera",36.269378,-86.905469
"1877","Eurycea wilderae",35.046567,-82.801362
"1878","Eurycea longicauda",41.564687,-79.657928
"1879","Eurycea cirrigera",38.334263,-81.675668
"1880","Eurycea longicauda",37.909236,-79.79636
"1881","Eurycea bislineata",42.97795,-72.51432
"1882","Eurycea longicauda",41.217407,-79.375553
"1883","Eurycea longicauda",41.217417,-79.375505
"1884","Eurycea quadridigitata",31.827131,-82.837564
"1885","Eurycea bislineata",40.161858,-79.273955
"1886","Eurycea longicauda",39.426412,-82.545168
"1887","Eurycea longicauda",39.426132,-82.545465
"1888","Eurycea cirrigera",39.426138,-82.545529
"1889","Eurycea cirrigera",39.222904,-83.356944
"1890","Eurycea wilderae",35.726729,-83.401618
"1891","Eurycea longicauda",38.058362,-90.374005
"1892","Eurycea longicauda",41.22308,-78.634497
"1893","Eurycea longicauda",41.223567,-78.634278
"1894","Eurycea cirrigera",37.911634,-79.797657
"1895","Eurycea longicauda",37.911706,-79.797728
"1896","Eurycea longicauda",37.911568,-79.797661
"1897","Eurycea lucifuga",37.280446,-91.415419
"1898","Eurycea lucifuga",37.28013,-91.415068
"1899","Eurycea cirrigera",37.902125,-84.363553
"1900","Eurycea cirrigera",36.126124,-84.503304
"1901","Eurycea bislineata",41.980837,-73.422517
"1902","Eurycea bislineata",40.852957,-75.467932
"1903","Eurycea bislineata",40.876696,-80.364794
"1904","Eurycea cirrigera",35.91097,-78.577355
"1905","Eurycea cirrigera",35.910988,-78.577345
"1906","Eurycea cirrigera",35.910988,-78.577345
"1907","Eurycea cirrigera",37.79273,-80.308928
"1908","Eurycea longicauda",40.724113,-82.631875
"1909","Eurycea longicauda",40.252853,-76.717149
"1910","Eurycea cirrigera",38.292805,-82.421862
"1911","Eurycea longicauda",39.423603,-82.154372
"1912","Eurycea lucifuga",37.741475,-89.856371
"1913","Eurycea longicauda",39.444438,-77.377045
"1914","Eurycea cirrigera",37.902992,-84.364508
"1915","Eurycea wilderae",35.707494,-83.51951
"1916","Eurycea longicauda",38.716555,-79.351488
"1917","Eurycea longicauda",39.597597,-82.555726
"1918","Eurycea longicauda",39.275032,-84.277313
"1919","Eurycea cirrigera",35.217933,-80.79763
"1920","Eurycea longicauda",36.262296,-86.893751
"1921","Eurycea longicauda",36.26233,-86.893729
"1922","Eurycea bislineata",40.502353,-80.40335
"1923","Eurycea bislineata",40.792539,-82.437756
"1924","Eurycea bislineata",38.268163,-80.012711
"1925","Eurycea bislineata",42.633537,-78.070433
"1926","Eurycea bislineata",45.183025,-72.06865
"1927","Eurycea longicauda",38.715292,-79.353249
"1928","Eurycea bislineata",38.710191,-79.357139
"1929","Eurycea wilderae",35.65626,-83.582064
"1930","Eurycea cirrigera",35.365953,-80.879845
"1931","Eurycea bislineata",41.810176,-71.469041
"1932","Eurycea longicauda",39.435167,-82.152558
"1933","Eurycea guttolineata",35.284365,-83.157414
"1934","Eurycea bislineata",43.932175,-71.166833
"1935","Eurycea bislineata",40.203053,-80.009322
"1936","Eurycea bislineata",38.197563,-80.275087
"1937","Eurycea bislineata",41.384905,-81.695267
"1938","Eurycea cirrigera",39.206178,-86.436005
"1939","Eurycea cirrigera",39.212057,-86.43726
"1940","Eurycea guttolineata",33.298548,-83.796278
"1941","Eurycea cirrigera",36.126547,-79.851348
"1942","Eurycea bislineata",41.61434,-73.183133
"1943","Eurycea bislineata",38.961494,-77.844877
"1944","Eurycea lucifuga",36.602475,-83.666938
"1945","Eurycea bislineata",42.436363,-76.377578
"1946","Eurycea bislineata",38.855187,-77.431288
"1947","Eurycea bislineata",40.760283,-73.755195
"1948","Eurycea bislineata",42.139015,-79.980742
"1949","Eurycea bislineata",38.828514,-77.121153
"1950","Eurycea bislineata",39.62868,-79.86788
"1951","Eurycea bislineata",43.210133,-71.237847
"1952","Eurycea longicauda",39.705467,-79.009833
"1953","Eurycea longicauda",39.705437,-79.009689
"1954","Eurycea bislineata",42.255528,-71.333228
"1955","Eurycea bislineata",42.255653,-71.333161
"1956","Eurycea bislineata",42.255189,-71.338133
"1957","Eurycea cirrigera",39.319462,-82.115119
"1958","Eurycea bislineata",42.25611,-71.340397
"1959","Eurycea bislineata",42.25611,-71.340397
"1960","Eurycea bislineata",42.25611,-71.340397
"1961","Eurycea longicauda",38.03895,-78.861774
"1962","Eurycea bislineata",42.675994,-72.926181
"1963","Eurycea cirrigera",37.366606,-80.519101
"1964","Eurycea cirrigera",39.710037,-84.028611
"1965","Eurycea longicauda",40.501178,-80.403861
"1966","Eurycea longicauda",40.033425,-77.298595
"1967","Eurycea bislineata",40.043064,-77.306856
"1968","Eurycea wilderae",35.581837,-83.074111
"1969","Eurycea bislineata",40.500928,-80.404122
"1970","Eurycea lucifuga",36.51903,-94.48773
"1971","Eurycea lucifuga",33.690656,-86.383913
"1972","Eurycea longicauda",35.214096,-86.248642
"1973","Eurycea cirrigera",32.594888,-85.488953
"1974","Eurycea cirrigera",32.594712,-85.488883
"1975","Eurycea bislineata",40.497978,-80.428062
"1976","Eurycea bislineata",43.82822,-73.584458
"1977","Eurycea bislineata",43.828245,-73.58448
"1978","Eurycea bislineata",43.829055,-73.58178
"1979","Eurycea guttolineata",35.145845,-82.726662
"1980","Eurycea bislineata",41.092925,-75.566537
"1981","Eurycea bislineata",40.956128,-76.395363
"1982","Eurycea bislineata",42.04664,-72.263558
"1983","Eurycea bislineata",42.046593,-72.263585
"1984","Eurycea wilderae",35.738483,-83.117661
"1985","Eurycea cirrigera",36.092075,-84.14639
"1986","Eurycea bislineata",41.783137,-73.485612
"1987","Eurycea bislineata",43.943964,-71.6961
"1988","Eurycea lucifuga",37.325466,-93.261506
"1989","Eurycea bislineata",41.898117,-71.478247
"1990","Eurycea bislineata",43.210097,-71.23787
"1991","Eurycea bislineata",40.162722,-79.267883
"1992","Eurycea cirrigera",36.137478,-79.162436
"1993","Eurycea bislineata",42.117345,-71.201565
"1994","Eurycea bislineata",41.175797,-74.153623
"1995","Eurycea lucifuga",39.177745,-86.480055
"1996","Eurycea guttolineata",35.952253,-79.419197
"1997","Eurycea wilderae",36.317888,-82.3218
"1998","Eurycea bislineata",40.50878,-80.194712
"1999","Eurycea cirrigera",35.36583,-80.073111
"2000","Eurycea bislineata",47.34623,-70.552012
"2001","Eurycea bislineata",43.304883,-73.23143
"2002","Eurycea bislineata",42.227712,-75.240722
"2003","Eurycea lucifuga",37.268401,-80.60026
"2004","Eurycea bislineata",42.356168,-72.905716
"2005","Eurycea bislineata",41.566469,-75.787705
"2006","Eurycea cirrigera",36.094906,-86.913124
"2007","Eurycea bislineata",40.942213,-74.378788
"2008","Eurycea cirrigera",35.825844,-79.063663
"2009","Eurycea cirrigera",35.826187,-79.062877
"2010","Eurycea longicauda",38.334038,-81.675697
"2011","Eurycea longicauda",39.226822,-84.272413
"2012","Eurycea bislineata",43.137853,-73.919363
"2013","Eurycea bislineata",43.137375,-73.919128
"2014","Eurycea longicauda",40.057027,-75.201892
"2015","Eurycea cirrigera",33.772158,-84.314422
"2016","Eurycea cirrigera",33.772025,-84.314422
"2017","Eurycea bislineata",40.334617,-74.900392
"2018","Eurycea bislineata",40.33458,-74.900413
"2019","Eurycea bislineata",40.335043,-74.900636
"2020","Eurycea paludicola",31.482887,-93.082275
"2021","Eurycea guttolineata",33.394474,-86.722159
"2022","Eurycea paludicola",32.130521,-92.985753
"2023","Eurycea paludicola",32.130303,-92.983667
"2024","Eurycea longicauda",40.207469,-82.169648
"2025","Eurycea longicauda",39.503483,-79.270628
"2026","Eurycea bislineata",40.359658,-74.67012
"2027","Eurycea guttolineata",36.137131,-79.16413
"2028","Eurycea bislineata",39.66968,-77.484299
"2029","Eurycea bislineata",42.108495,-73.487075
"2030","Eurycea bislineata",42.109253,-73.487708
"2031","Eurycea bislineata",42.109547,-73.487922
"2032","Eurycea bislineata",42.109797,-73.488137
"2033","Eurycea bislineata",42.110175,-73.488463
"2034","Eurycea bislineata",42.110754,-73.488782
"2035","Eurycea bislineata",42.110347,-73.488678
"2036","Eurycea bislineata",42.110406,-73.488725
"2037","Eurycea bislineata",42.110467,-73.488738
"2038","Eurycea bislineata",42.1105,-73.488725
"2039","Eurycea bislineata",42.110745,-73.488875
"2040","Eurycea bislineata",42.110806,-73.488892
"2041","Eurycea bislineata",42.111042,-73.488975
"2042","Eurycea bislineata",42.111222,-73.489028
"2043","Eurycea bislineata",42.111303,-73.489128
"2044","Eurycea bislineata",42.11132,-73.489145
"2045","Eurycea bislineata",42.111431,-73.489197
"2046","Eurycea bislineata",42.111436,-73.489237
"2047","Eurycea bislineata",42.112161,-73.489845
"2048","Eurycea bislineata",42.112236,-73.490075
"2049","Eurycea bislineata",42.112247,-73.490158
"2050","Eurycea bislineata",42.112317,-73.490258
"2051","Eurycea bislineata",42.112361,-73.490263
"2052","Eurycea bislineata",42.112422,-73.490355
"2053","Eurycea bislineata",42.112572,-73.490538
"2054","Eurycea bislineata",42.11284,-73.490797
"2055","Eurycea bislineata",42.112916,-73.490867
"2056","Eurycea bislineata",42.112953,-73.490953
"2057","Eurycea bislineata",42.113003,-73.49105
"2058","Eurycea bislineata",42.113056,-73.491103
"2059","Eurycea bislineata",42.113103,-73.491188
"2060","Eurycea bislineata",42.113236,-73.491333
"2061","Eurycea bislineata",45.18513,-71.4337
"2062","Eurycea guttolineata",33.758019,-84.754739
"2063","Eurycea wilderae",36.048595,-82.56118
"2064","Eurycea bislineata",43.969292,-71.510375
"2065","Eurycea bislineata",43.209963,-71.238
"2066","Eurycea bislineata",43.586972,-72.623803
"2067","Eurycea bislineata",41.841391,-72.88182
"2068","Eurycea bislineata",40.889246,-73.610416
"2069","Eurycea bislineata",42.099,-74.799438
"2070","Eurycea guttolineata",35.001411,-83.454697
"2071","Eurycea quadridigitata",29.619078,-82.326867
"2072","Eurycea bislineata",43.210167,-71.237853
"2073","Eurycea cirrigera",38.991133,-84.527423
"2074","Eurycea cirrigera",33.772062,-84.318725
"2075","Eurycea bislineata",41.318909,-73.197281
"2076","Eurycea cirrigera",33.7724,-84.322037
"2077","Eurycea lucifuga",35.49078,-86.097619
"2078","Eurycea wilderae",36.048772,-82.56285
"2079","Eurycea bislineata",42.114765,-73.492221
"2080","Eurycea cirrigera",39.044932,-84.544526
"2081","Eurycea cirrigera",39.045132,-84.542847
"2082","Eurycea cirrigera",39.046638,-84.54308
"2083","Eurycea bislineata",44.340637,-69.786942
"2084","Eurycea bislineata",45.574628,-78.533783
"2085","Eurycea bislineata",42.314169,-74.189854
"2086","Eurycea cirrigera",35.323422,-80.780503
"2087","Eurycea bislineata",45.959655,-78.066392
"2088","Eurycea bislineata",39.574041,-77.020685
"2089","Eurycea longicauda",40.91732,-78.064842
"2090","Eurycea bislineata",45.959613,-78.066339
"2091","Eurycea wilderae",36.67242,-81.611625
"2092","Eurycea bislineata",44.210122,-69.106942
"2093","Eurycea wilderae",34.566687,-84.245112
"2094","Eurycea bislineata",44.571872,-70.910513
"2095","Eurycea bislineata",45.959646,-78.066251
"2096","Eurycea bislineata",39.878283,-76.249084
"2097","Eurycea longicauda",39.87825,-76.249121
"2098","Eurycea bislineata",42.429148,-74.471775
"2099","Eurycea bislineata",48.674653,-70.794022
"2100","Eurycea lucifuga",34.664999,-85.363752
"2101","Eurycea bislineata",38.921592,-77.060272
"2102","Eurycea bislineata",41.326605,-76.288453
"2103","Eurycea bislineata",45.959516,-78.06686
"2104","Eurycea bislineata",42.703906,-72.523547
"2105","Eurycea longicauda",41.358642,-77.353828
"2106","Eurycea multiplicata",34.497706,-92.636852
"2107","Eurycea bislineata",41.305572,-72.761987
"2108","Eurycea bislineata",42.480198,-74.258341
"2109","Eurycea bislineata",45.576286,-78.539089
"2110","Eurycea cirrigera",39.641801,-84.42528
"2111","Eurycea cirrigera",39.641821,-84.425205
"2112","Eurycea bislineata",45.389962,-79.21072
"2113","Eurycea bislineata",42.391105,-76.373177
"2114","Eurycea bislineata",43.589118,-71.738161
"2115","Eurycea bislineata",41.305583,-72.76197
"2116","Eurycea bislineata",42.692387,-76.392525
"2117","Eurycea guttolineata",33.826876,-80.825118
"2118","Eurycea bislineata",44.51715,-72.944733
"2119","Eurycea bislineata",41.64693,-72.99721
"2120","Eurycea bislineata",40.584908,-74.126022
"2121","Eurycea bislineata",40.448029,-74.437584
"2122","Eurycea bislineata",40.751567,-75.983728
"2123","Eurycea bislineata",42.142942,-74.1578
"2124","Eurycea bislineata",45.839928,-79.83635
"2125","Eurycea lucifuga",34.771172,-86.551322
"2126","Eurycea bislineata",42.402222,-76.590125
"2127","Eurycea wilderae",35.621967,-83.005089
"2128","Eurycea bislineata",41.317153,-73.430768
"2129","Eurycea longicauda",38.494413,-81.289047
"2130","Eurycea longicauda",40.235622,-79.239167
"2131","Eurycea bislineata",44.267463,-71.32688
"2132","Eurycea bislineata",38.977703,-77.249092
"2133","Eurycea bislineata",43.586862,-72.623825
"2134","Eurycea bislineata",43.504733,-72.473183
"2135","Eurycea bislineata",41.708077,-71.907146
"2136","Eurycea wilderae",36.14371,-81.647115
"2137","Eurycea longicauda",38.03033,-78.852958
"2138","Eurycea bislineata",42.056313,-72.264801
"2139","Eurycea bislineata",44.679303,-70.148137
"2140","Eurycea bislineata",40.498395,-80.430245
"2141","Eurycea bislineata",40.49845,-80.43045
"2142","Eurycea longicauda",39.665833,-76.87439
"2143","Eurycea wilderae",34.9482,-82.943092
"2144","Eurycea bislineata",44.673297,-70.139647
"2145","Eurycea bislineata",39.540672,-80.28543
"2146","Eurycea longicauda",40.612339,-82.376581
"2147","Eurycea bislineata",40.515821,-74.439187
"2148","Eurycea bislineata",38.920647,-77.117369
"2149","Eurycea bislineata",38.920702,-77.117402
"2150","Eurycea longicauda",40.599311,-80.020319
"2151","Eurycea bislineata",40.071797,-75.383483
"2152","Eurycea bislineata",38.53162,-78.43197
"2153","Eurycea cirrigera",33.213295,-87.448883
"2154","Eurycea longicauda",40.599372,-80.020461
"2155","Eurycea longicauda",40.391031,-80.816381
"2156","Eurycea bislineata",40.207625,-80.560387
"2157","Eurycea bislineata",40.207622,-80.560372
"2158","Eurycea bislineata",39.088903,-77.126069
"2159","Eurycea bislineata",40.068284,-75.283225
"2160","Eurycea lucifuga",37.849055,-85.926453
"2161","Eurycea lucifuga",36.17942,-86.210113
"2162","Eurycea bislineata",42.777113,-76.087653
"2163","Eurycea cirrigera",36.806274,-82.610013
"2164","Eurycea bislineata",39.565605,-79.425151
"2165","Eurycea bislineata",41.330078,-81.7723
"2166","Eurycea bislineata",41.329983,-81.77237
"2167","Eurycea longicauda",39.868788,-79.497047
"2168","Eurycea bislineata",43.037401,-72.260891
"2169","Eurycea bislineata",42.810497,-73.459862
"2170","Eurycea bislineata",43.642417,-72.395187
"2171","Eurycea bislineata",40.199132,-80.024743
"2172","Eurycea bislineata",43.015531,-78.486405
"2173","Eurycea bislineata",39.963156,-82.786423
"2174","Eurycea bislineata",44.160157,-72.448234
"2175","Eurycea bislineata",43.977692,-73.032814
"2176","Eurycea wilderae",36.124927,-82.313207
"2177","Eurycea bislineata",45.568747,-65.023003
"2178","Eurycea longicauda",40.007994,-82.107023
"2179","Eurycea bislineata",41.438355,-81.38102
"2180","Eurycea bislineata",44.201497,-72.89257
"2181","Eurycea bislineata",42.322688,-76.332887
"2182","Eurycea bislineata",48.083114,-76.410338
"2183","Eurycea cirrigera",36.504068,-87.274229
"2184","Eurycea bislineata",46.532147,-70.758053
"2185","Eurycea bislineata",42.462567,-76.48082
"2186","Eurycea bislineata",44.661838,-70.89328
"2187","Eurycea cirrigera",39.233058,-84.41587
"2188","Eurycea bislineata",39.561913,-76.297287
"2189","Eurycea paludicola",31.23938,-92.575142
"2190","Eurycea longicauda",40.160204,-80.530989
"2191","Eurycea bislineata",42.343494,-78.757891
"2192","Eurycea longicauda",39.548025,-76.679218
"2193","Eurycea aquatica",33.793613,-86.517442
"2194","Eurycea bislineata",41.082659,-74.201004
"2195","Eurycea bislineata",40.34035,-75.165358
"2196","Eurycea bislineata",40.622106,-74.877695
"2197","Eurycea cirrigera",36.049557,-79.426155
"2198","Eurycea bislineata",42.798337,-71.104844
"2199","Eurycea bislineata",42.798345,-71.104889
"2200","Eurycea bislineata",44.669688,-70.182525
"2201","Eurycea wilderae",35.676064,-83.592531
"2202","Eurycea bislineata",42.688092,-72.874663
"2203","Eurycea bislineata",39.208142,-77.209678
"2204","Eurycea bislineata",44.966675,-68.542258
"2205","Eurycea bislineata",45.250788,-76.256738
"2206","Eurycea bislineata",40.499116,-80.427237
"2207","Eurycea bislineata",42.142033,-80.008956
"2208","Eurycea bislineata",41.91641,-79.629596
"2209","Eurycea longicauda",40.921241,-78.071948
"2210","Eurycea cirrigera",36.025202,-79.049288
"2211","Eurycea bislineata",38.548096,-78.376549
"2212","Eurycea longicauda",37.801462,-82.38392
"2213","Eurycea cirrigera",36.500044,-87.272719
"2214","Eurycea lucifuga",38.478531,-86.524877
"2215","Eurycea wilderae",35.545475,-82.500297
"2216","Eurycea bislineata",39.870097,-77.953138
"2217","Eurycea bislineata",39.869962,-77.953445
"2218","Eurycea bislineata",39.870542,-77.953475
"2219","Eurycea bislineata",40.723688,-82.632003
"2220","Eurycea bislineata",40.723738,-82.631942
"2221","Eurycea bislineata",38.959281,-77.85095
"2222","Eurycea bislineata",43.578746,-71.894361
"2223","Eurycea longicauda",38.251392,-80.873703
"2224","Eurycea bislineata",44.01604,-72.759835
"2225","Eurycea bislineata",44.56372,-70.85654
"2226","Eurycea bislineata",44.56372,-70.85654
"2227","Eurycea bislineata",44.56372,-70.85654
"2228","Eurycea bislineata",39.043864,-79.389862
"2229","Eurycea bislineata",46.880745,-72.508308
"2230","Eurycea longicauda",35.670567,-83.71695
"2231","Eurycea bislineata",41.320328,-82.52687
"2232","Eurycea bislineata",39.127285,-76.939537
"2233","Eurycea bislineata",44.587187,-69.85228
"2234","Eurycea lucifuga",38.070248,-84.407692
"2235","Eurycea bislineata",42.777887,-76.088172
"2236","Eurycea bislineata",42.77755,-76.087647
"2237","Eurycea quadridigitata",31.520262,-83.369095
"2238","Eurycea cirrigera",32.871688,-83.71878
"2239","Eurycea bislineata",40.992363,-80.707488
"2240","Eurycea cirrigera",33.17814,-84.011341
"2241","Eurycea cirrigera",37.919788,-79.006058
"2242","Eurycea bislineata",38.030228,-78.852853
"2243","Eurycea longicauda",38.030567,-78.853401
"2244","Eurycea cirrigera",39.129161,-85.035889
"2245","Eurycea guttolineata",33.177061,-84.01221
"2246","Eurycea bislineata",41.305431,-81.610277
"2247","Eurycea bislineata",42.142522,-73.448953
"2248","Eurycea cirrigera",36.317883,-82.322533
"2249","Eurycea bislineata",41.124261,-73.610787
"2250","Eurycea bislineata",42.415314,-72.513588
"2251","Eurycea bislineata",44.967005,-68.5421
"2252","Eurycea bislineata",44.96635,-68.542137
"2253","Eurycea bislineata",38.314301,-79.65833
"2254","Eurycea quadridigitata",30.195375,-81.86907
"2255","Eurycea bislineata",42.003942,-78.774392
"2256","Eurycea lucifuga",34.387051,-86.217186
"2257","Eurycea lucifuga",39.302101,-86.717279
"2258","Eurycea bislineata",40.178204,-79.780413
"2259","Eurycea bislineata",42.552083,-76.796875
"2260","Eurycea bislineata",44.966938,-68.54207
"2261","Eurycea longicauda",38.03089,-78.853172
"2262","Eurycea bislineata",41.143189,-73.810905
"2263","Eurycea wilderae",35.563606,-83.161903
"2264","Eurycea wilderae",36.209417,-81.68998
"2265","Eurycea bislineata",46.732514,-72.788607
"2266","Eurycea cirrigera",36.416897,-80.727133
"2267","Eurycea bislineata",42.675765,-73.000452
"2268","Eurycea bislineata",42.675733,-73.000797
"2269","Eurycea cirrigera",39.138123,-84.280022
"2270","Eurycea bislineata",39.411172,-76.588767
"2271","Eurycea bislineata",39.411322,-76.588708
"2272","Eurycea bislineata",39.411205,-76.588737
"2273","Eurycea longicauda",37.460003,-83.161369
"2274","Eurycea lucifuga",38.227661,-91.083984
"2275","Eurycea bislineata",41.054821,-73.699523
"2276","Eurycea bislineata",41.054703,-73.699611
"2277","Eurycea bislineata",44.365097,-72.90355
"2278","Eurycea bislineata",42.190295,-73.977938
"2279","Eurycea bislineata",42.190187,-73.977956
"2280","Eurycea lucifuga",34.823086,-86.069801
"2281","Eurycea bislineata",42.966447,-72.527693
"2282","Eurycea bislineata",42.966394,-72.527638
"2283","Eurycea bislineata",40.066578,-82.539275
"2284","Eurycea bislineata",40.055593,-82.534618
"2285","Eurycea lucifuga",36.014111,-93.3825
"2286","Eurycea cirrigera",33.833189,-84.298128
"2287","Eurycea cirrigera",35.481103,-86.101814
"2288","Eurycea longicauda",39.662722,-78.459162
"2289","Eurycea quadridigitata",29.66852,-82.238684
"2290","Eurycea bislineata",43.634905,-72.523278
"2291","Eurycea bislineata",40.602842,-75.377484
"2292","Eurycea bislineata",40.600625,-75.375933
"2293","Eurycea bislineata",41.889912,-80.340278
"2294","Eurycea bislineata",41.89097,-80.341995
"2295","Eurycea bislineata",41.889917,-80.340247
"2296","Eurycea bislineata",41.889878,-80.340125
"2297","Eurycea bislineata",47.833869,-69.530899
"2298","Eurycea lucifuga",36.302703,-86.776653
"2299","Eurycea bislineata",44.966337,-68.542145
"2300","Eurycea bislineata",44.966295,-68.542105
"2301","Eurycea bislineata",44.966267,-68.5421
"2302","Eurycea lucifuga",36.457509,-82.228629
"2303","Eurycea cirrigera",36.054131,-79.636038
"2304","Eurycea cirrigera",39.711415,-84.180015
"2305","Eurycea cirrigera",39.711525,-84.179897
"2306","Eurycea cirrigera",39.711587,-84.179884
"2307","Eurycea cirrigera",39.711517,-84.179887
"2308","Eurycea bislineata",39.377145,-79.279297
"2309","Eurycea cirrigera",39.711445,-84.179838
"2310","Eurycea cirrigera",37.904195,-84.363487
"2311","Eurycea cirrigera",32.595062,-85.488478
"2312","Eurycea bislineata",39.313407,-76.871966
"2313","Eurycea bislineata",42.159725,-79.889105
"2314","Eurycea bislineata",42.159681,-79.889145
"2315","Eurycea bislineata",42.139289,-73.448363
"2316","Eurycea wilderae",36.175654,-82.075017
"2317","Eurycea bislineata",42.126092,-72.844279
"2318","Eurycea wilderae",35.873645,-82.237312
"2319","Eurycea guttolineata",35.798868,-81.410897
"2320","Eurycea bislineata",39.714923,-75.757171
"2321","Eurycea bislineata",40.634183,-79.554825
"2322","Eurycea longicauda",38.931281,-77.110555
"2323","Eurycea bislineata",45.586777,-72.009061
"2324","Eurycea cirrigera",34.240763,-84.51577
"2325","Eurycea bislineata",41.498578,-81.421555
"2326","Eurycea bislineata",41.522921,-81.385965
"2327","Eurycea bislineata",42.106797,-73.482497
"2328","Eurycea bislineata",40.146508,-79.268312
"2329","Eurycea bislineata",41.525183,-81.382931
"2330","Eurycea bislineata",45.364388,-71.95803
"2331","Eurycea cirrigera",40.443597,-86.905542
"2332","Eurycea cirrigera",36.019433,-83.940802
"2333","Eurycea bislineata",39.2313,-76.728088
"2334","Eurycea bislineata",42.855954,-72.518462
"2335","Eurycea lucifuga",37.819941,-84.690358
"2336","Eurycea cirrigera",38.747453,-83.752647
"2337","Eurycea bislineata",40.200617,-80.016993
"2338","Eurycea bislineata",39.737055,-75.761437
"2339","Eurycea bislineata",38.519887,-78.427217
"2340","Eurycea cirrigera",39.634528,-86.9785
"2341","Eurycea longicauda",39.634563,-86.978538
"2342","Eurycea cirrigera",39.936328,-87.072167
"2343","Eurycea lucifuga",36.339375,-85.70253
"2344","Eurycea bislineata",38.901808,-78.193987
"2345","Eurycea bislineata",38.82743,-78.165733
"2346","Eurycea bislineata",40.231322,-74.974717
"2347","Eurycea bislineata",40.231412,-74.975442
"2348","Eurycea longicauda",40.231245,-74.975503
"2349","Eurycea longicauda",40.231145,-74.976647
"2350","Eurycea bislineata",46.002608,-66.879587
"2351","Eurycea bislineata",42.089786,-80.020728
"2352","Eurycea bislineata",42.089828,-80.020767
"2353","Eurycea cirrigera",39.332558,-84.38227
"2354","Eurycea wilderae",36.231113,-81.676308
"2355","Eurycea cirrigera",39.618748,-84.109569
"2356","Eurycea cirrigera",37.280537,-80.467667
"2357","Eurycea longicauda",38.700612,-82.368697
"2358","Eurycea cirrigera",39.711513,-84.179825
"2359","Eurycea bislineata",45.585593,-72.010074
"2360","Eurycea bislineata",39.953099,-75.539719
"2361","Eurycea bislineata",41.421638,-72.36293
"2362","Eurycea bislineata",39.953012,-75.539505
"2363","Eurycea bislineata",39.95303,-75.539513
"2364","Eurycea bislineata",39.953022,-75.539567
"2365","Eurycea cirrigera",39.618645,-84.109092
"2366","Eurycea longicauda",40.437853,-79.945483
"2367","Eurycea bislineata",41.417988,-71.774455
"2368","Eurycea cirrigera",39.063847,-84.56958
"2369","Eurycea cirrigera",37.939012,-81.030903
"2370","Eurycea lucifuga",33.71368,-86.609475
"2371","Eurycea longicauda",36.913113,-83.912055
"2372","Eurycea bislineata",38.570849,-78.293792
"2373","Eurycea cirrigera",36.020294,-78.964217
"2374","Eurycea bislineata",44.487337,-74.849603
"2375","Eurycea bislineata",44.487172,-74.851037
"2376","Eurycea lucifuga",36.064434,-86.90667
"2377","Eurycea bislineata",40.798997,-76.040122
"2378","Eurycea bislineata",40.498986,-80.427332
"2379","Eurycea longicauda",40.498506,-80.429843
"2380","Eurycea bislineata",40.498526,-80.429918
"2381","Eurycea cirrigera",39.298717,-86.421748
"2382","Eurycea bislineata",40.972378,-75.126
"2383","Eurycea bislineata",43.977081,-73.033058
"2384","Eurycea longicauda",40.32135,-76.835258
"2385","Eurycea guttolineata",35.054553,-82.571419
"2386","Eurycea bislineata",44.566589,-72.599632
"2387","Eurycea cirrigera",33.900845,-83.379617
"2388","Eurycea bislineata",41.229278,-81.508522
"2389","Eurycea bislineata",39.667995,-79.400238
"2390","Eurycea bislineata",41.856351,-73.707313
"2391","Eurycea bislineata",40.741562,-82.127808
"2392","Eurycea guttolineata",38.590937,-78.174972
"2393","Eurycea bislineata",39.90029,-76.336151
"2394","Eurycea bislineata",39.499,-77.632737
"2395","Eurycea bislineata",42.788397,-76.037523
"2396","Eurycea bislineata",42.588703,-74.521225
"2397","Eurycea bislineata",42.588733,-74.521513
"2398","Eurycea bislineata",43.60102,-72.567911
"2399","Eurycea bislineata",40.645267,-79.413788
"2400","Eurycea wilderae",36.169667,-81.759933
"2401","Eurycea wilderae",36.169687,-81.759912
